gsurl,class
gs://tamucc_coastline/esi_images/IMG_2715_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4281_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_1735_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4433_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_1500_SecEGH_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6238_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_2553_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_9864_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0210_SecEFG_Sum12_Pt1.jpg,3B
gs://tamucc_coastline/esi_images/IMG_9230_SecEFG_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_9009_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7148_SecI_Sum12_Pt2.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4868_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5686_SecJMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4809_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8542_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5392_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_2659_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4299_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7212_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8003_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_9450_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3022_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3695_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_1450_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_6759_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5469_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7041_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0702_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_5421_SABay_2013.JPG,10D
gs://tamucc_coastline/esi_images/IMG_5507_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1794_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3620_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_6125_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2406_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5083_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_7759_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_9265_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4683_SecC_Sum12_Pt1.jpg,10B
gs://tamucc_coastline/esi_images/IMG_0482_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1720_SecBC_Spr12.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5143_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_9888_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6820_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0084_SecHKL_Sum12_Pt2.jpg,10B
gs://tamucc_coastline/esi_images/IMG_2138_SecDE_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7499_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7119_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_7452_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9656_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4315_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_3486_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6292_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7165_SecI_Sum12_Pt2.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3759_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1040_SecHKL_Sum12_Pt2.jpg,10B
gs://tamucc_coastline/esi_images/IMG_8944_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7753_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9293_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6178_SecI_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5840_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2209_SecDE_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1578_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7564_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4598_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0826_SecBC_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7633_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_0351_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_9832_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_6399_SecQN_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3978_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_4642_SecC_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_4427_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3898_SecDE_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_0977_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8226_SecG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7720_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5140_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_3593_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_4518_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0767_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_4896_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9407_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_4602_SecEGH_Sum12_Pt2.jpg,6B
gs://tamucc_coastline/esi_images/IMG_5528_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5619_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7600_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0745_SecABD_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7119_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3755_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0085_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2551_SecOP_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_1121_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_1727_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2050_SecOP_Sum12_Pt3.jpg,5
gs://tamucc_coastline/esi_images/IMG_3845_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_6947_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7391_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2022_SecDE_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_9155_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_2011_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_0371_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4356_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_4561_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_0669_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0441_SecBC_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0641_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0310_SecMO_Sum12_Pt3.jpg,1
gs://tamucc_coastline/esi_images/IMG_8282_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_2012_SecOP_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_8790_SecQN_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_1475_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4011_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3430_SecDE_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_3742_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7319_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8230_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8655_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1393_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7422_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7277_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4455_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4886_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1832_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9638_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8401_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8929_SecQN_Sum12_Pt3.jpg,5
gs://tamucc_coastline/esi_images/IMG_4800_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8334_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4111_SABay_2013.JPG,6B
gs://tamucc_coastline/esi_images/IMG_5665_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1094_SecBC_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7792_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_9050_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9970_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_8095_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6683_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_6335_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0454_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_0394_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7976_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0631_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6460_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4171_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_9302_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5188_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9466_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8628_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1340_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5011_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5881_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8346_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3272_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5279_SecI_Sum12_Pt2.jpg,1
gs://tamucc_coastline/esi_images/IMG_4527_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_9619_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6259_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6081_SecOPQ_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_6476_SecFG2_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_0112_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_1768_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_3827_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_2329_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1821_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1916_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_4865_SecC_Sum12_Pt1.jpg,10B
gs://tamucc_coastline/esi_images/IMG_0437_SecEFG_Sum12_Pt1.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6232_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3276_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7701_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1517_SecBC_Spr12.jpg,6A
gs://tamucc_coastline/esi_images/IMG_3196_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4742_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8256_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9336_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_7997_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5043_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2822_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6818_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_4375_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9842_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2061_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_7046_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7919_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9862_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_8383_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0704_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6236_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9140_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7276_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9845_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7734_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_2098_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5884_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7691_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_5415_SABay_2013.JPG,10D
gs://tamucc_coastline/esi_images/IMG_2317_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0521_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7302_SecG_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_6415_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1350_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0881_SecOP_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7263_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1209_SecEFG_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3793_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8078_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6841_SecQN_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_0356_SecBC_Spr12.jpg,2A
gs://tamucc_coastline/esi_images/IMG_0464_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_9351_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_3062_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_7031_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7765_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4273_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5933_SecC_Sum12_Pt1.jpg,6A
gs://tamucc_coastline/esi_images/IMG_2467_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2409_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8425_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1858_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5445_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9044_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8992_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1022_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8675_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0112_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0444_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2460_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8918_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_2812_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4650_SecC_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_0942_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4880_SecC_Sum12_Pt1.jpg,10B
gs://tamucc_coastline/esi_images/IMG_8524_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9949_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_3352_SecDE_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_2263_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_0016_SecMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_3490_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0156_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1376_SecOP_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_6715_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_5371_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9724_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6181_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1715_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_5899_SecOPQ_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_1053_SecBC_Spr12.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1002_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_3684_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0876_SecABD_Sum12_Pt1.jpg,7
gs://tamucc_coastline/esi_images/IMG_3519_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8680_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4938_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_9658_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8723_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2983_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1581_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3733_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1289_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_6432_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_1060_SecHKL_Sum12_Pt2.jpg,10C
gs://tamucc_coastline/esi_images/IMG_0697_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6239_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_0292_SecMO_Sum12_Pt3.jpg,5
gs://tamucc_coastline/esi_images/IMG_0508_SecEFG_Sum12_Pt1.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6655_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7279_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9954_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3893_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1695_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1383_SecOP_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7128_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_3250_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_0668_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5894_SecJMO_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_0340_SecOP_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8896_SecQN_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_5017_SABay_2013.JPG,10D
gs://tamucc_coastline/esi_images/IMG_5910_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7462_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8160_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_7514_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5902_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1771_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_3377_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2451_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_2034_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_6747_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2301_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3750_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2994_SecOPQ_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_1611_SecEGH_Sum12_Pt2.jpg,6B
gs://tamucc_coastline/esi_images/IMG_7172_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4398_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_4993_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8878_SecQN_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_0221_SecMO_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5353_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0293_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8600_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7825_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_5404_SecFG_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_6135_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1059_SecBC_Spr12.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1344_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4816_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9206_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4733_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7412_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3749_SecDE_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7582_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7820_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3993_SABay_2013.JPG,3B
